"","X..contig","classification","reason","lineage","lineage.scores","superkingdom","phylum","class","order","family","genus","species"
"64904","MG1058_m54329U_210919_100542_79299861_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.85;0.80","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.80"
"64922","MG1058_m54329U_210919_100542_79301035_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"64923","MG1058_m54329U_210919_100542_7930110_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.92;0.92;0.92","Bacteria: 1.00","Candidatus Marinimicrobia: 0.92",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.92"
"64928","MG1058_m54329U_210919_100542_79301276_ccs","taxid assigned","based on 29/29 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.82;0.78;0.78","Bacteria: 1.00","Candidatus Marinimicrobia: 0.78",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.78"
"64957","MG1058_m54329U_210919_100542_7932411_ccs","taxid assigned","based on 23/25 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.80;0.65;0.65;0.62","Bacteria: 0.80","Candidatus Marinimicrobia: 0.65",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.62"
"64970","MG1058_m54329U_210919_100542_79365133_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.76;0.66;0.50","Bacteria: 1.00","Candidatus Marinimicrobia: 0.66",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.50"
"64971","MG1058_m54329U_210919_100542_79365235_ccs","taxid assigned","based on 5/5 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.88;0.88;0.83","Bacteria: 1.00","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.83"
"64984","MG1058_m54329U_210919_100542_79366419_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.57","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.57"
"64986","MG1058_m54329U_210919_100542_79366592_ccs","taxid assigned","based on 20/21 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.98;0.98;0.98;0.68","Bacteria: 0.98","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.68"
"64989","MG1058_m54329U_210919_100542_79366933_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.96;0.95;0.95;0.95","Bacteria: 0.96","Candidatus Marinimicrobia: 0.95",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.95"
"65000","MG1058_m54329U_210919_100542_79430849_ccs","taxid assigned","based on 19/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65001","MG1058_m54329U_210919_100542_79430983_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65015","MG1058_m54329U_210919_100542_79432139_ccs","taxid assigned","based on 3/4 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.64","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.64"
"65017","MG1058_m54329U_210919_100542_79432359_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.80;0.65;0.65;0.53","Bacteria: 0.80","Candidatus Marinimicrobia: 0.65",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.53"
"65019","MG1058_m54329U_210919_100542_79495336_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.61;0.61;0.61;0.61","Bacteria: 0.61","Candidatus Marinimicrobia: 0.61",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.61"
"65023","MG1058_m54329U_210919_100542_79495723_ccs","taxid assigned","based on 11/12 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.92;0.92;0.84;0.74","Bacteria: 0.92","Candidatus Marinimicrobia: 0.84",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.74"
"65030","MG1058_m54329U_210919_100542_79497039_ccs","taxid assigned","based on 14/30 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.84;0.75;0.75;0.75","Bacteria: 0.84","Candidatus Marinimicrobia: 0.75",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.75"
"65035","MG1058_m54329U_210919_100542_79497913_ccs","taxid assigned","based on 9/11 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.92","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.92"
"65039","MG1058_m54329U_210919_100542_79561092_ccs","taxid assigned","based on 6/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.85;0.85;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.85"
"65061","MG1058_m54329U_210919_100542_79563219_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.62;0.62;0.62;0.62","Bacteria: 0.62","Candidatus Marinimicrobia: 0.62",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.62"
"65074","MG1058_m54329U_210919_100542_79627617_ccs","taxid assigned","based on 18/19 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.99;0.99;0.69","Bacteria: 1.00","Candidatus Marinimicrobia: 0.99",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.69"
"65084","MG1058_m54329U_210919_100542_79629012_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65091","MG1058_m54329U_210919_100542_79692845_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65092","MG1058_m54329U_210919_100542_79692859_ccs","taxid assigned","based on 32/32 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.99;0.99","Bacteria: 1.00","Candidatus Marinimicrobia: 0.99",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.99"
"65132","MG1058_m54329U_210919_100542_79759698_ccs","taxid assigned","based on 4/4 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.52","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.52"
"65138","MG1058_m54329U_210919_100542_79760090_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.85;0.85;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.85"
"65142","MG1058_m54329U_210919_100542_79822910_ccs","taxid assigned","based on 16/18 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.64;0.64;0.64","Bacteria: 1.00","Candidatus Marinimicrobia: 0.64",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.64"
"65147","MG1058_m54329U_210919_100542_79823598_ccs","taxid assigned","based on 13/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.95;0.69;0.64;0.64","Bacteria: 0.95","Candidatus Marinimicrobia: 0.64",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.64"
"65155","MG1058_m54329U_210919_100542_79824167_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.59;0.59;0.54","Bacteria: 1.00","Candidatus Marinimicrobia: 0.59",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.54"
"65162","MG1058_m54329U_210919_100542_79824846_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.98;0.98;0.98;0.51","Bacteria: 0.98","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.51"
"65173","MG1058_m54329U_210919_100542_79888764_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.96","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.96"
"65177","MG1058_m54329U_210919_100542_79889189_ccs","taxid assigned","based on 8/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"65178","MG1058_m54329U_210919_100542_79889221_ccs","taxid assigned","based on 34/36 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.94;0.94;0.94","Bacteria: 1.00","Candidatus Marinimicrobia: 0.94",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.94"
"65188","MG1058_m54329U_210919_100542_79889899_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65195","MG1058_m54329U_210919_100542_79954187_ccs","taxid assigned","based on 9/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.92;0.68;0.68;0.68","Bacteria: 0.92","Candidatus Marinimicrobia: 0.68",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.68"
"65218","MG1058_m54329U_210919_100542_79956798_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.54","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.54"
"65227","MG1058_m54329U_210919_100542_7996380_ccs","taxid assigned","based on 11/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.56;0.56;0.56","Bacteria: 1.00","Candidatus Marinimicrobia: 0.56",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.56"
"65228","MG1058_m54329U_210919_100542_7996449_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.96","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.96"
"65237","MG1058_m54329U_210919_100542_7997920_ccs","taxid assigned","based on 1/1 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65261","MG1058_m54329U_210919_100542_80020929_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.69;0.69;0.67","Bacteria: 1.00","Candidatus Marinimicrobia: 0.69",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.67"
"65269","MG1058_m54329U_210919_100542_80021311_ccs","taxid assigned","based on 9/20 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.93;0.93;0.93;0.85","Bacteria: 0.93","Candidatus Marinimicrobia: 0.93",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.85"
"65289","MG1058_m54329U_210919_100542_80085978_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.96;0.54;0.54;0.54","Bacteria: 0.96","Candidatus Marinimicrobia: 0.54",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.54"
"65297","MG1058_m54329U_210919_100542_80086627_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65304","MG1058_m54329U_210919_100542_80087233_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.63;0.63;0.53","Bacteria: 1.00","Candidatus Marinimicrobia: 0.63",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.53"
"65307","MG1058_m54329U_210919_100542_80150569_ccs","taxid assigned","based on 18/18 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.89;0.70;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 0.70",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.70"
"65310","MG1058_m54329U_210919_100542_80150871_ccs","taxid assigned","based on 24/24 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.89;0.87;0.87;0.84","Bacteria: 0.89","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.84"
"65324","MG1058_m54329U_210919_100542_80152482_ccs","taxid assigned","based on 17/18 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.90;0.75;0.73;0.61","Bacteria: 0.90","Candidatus Marinimicrobia: 0.73",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.61"
"65346","MG1058_m54329U_210919_100542_80217103_ccs","taxid assigned","based on 6/7 ORFs","1;131567;2;1783270;62680;2026760","1.00;0.70;0.63;0.56;0.56;0.56","Bacteria: 0.63","Candidatus Marinimicrobia: 0.56",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.56"
"65349","MG1058_m54329U_210919_100542_80217249_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65353","MG1058_m54329U_210919_100542_80217637_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.58;0.58;0.58","Bacteria: 1.00","Candidatus Marinimicrobia: 0.58",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.58"
"65354","MG1058_m54329U_210919_100542_80217676_ccs","taxid assigned","based on 11/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65400","MG1058_m54329U_210919_100542_80347307_ccs","taxid assigned","based on 11/17 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.83;0.74;0.74;0.68","Bacteria: 0.83","Candidatus Marinimicrobia: 0.74",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.68"
"65403","MG1058_m54329U_210919_100542_80347586_ccs","taxid assigned","based on 15/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65405","MG1058_m54329U_210919_100542_80347827_ccs","taxid assigned","based on 12/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.95;0.95;0.87;0.87","Bacteria: 0.95","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.87"
"65410","MG1058_m54329U_210919_100542_80348076_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"65416","MG1058_m54329U_210919_100542_80348729_ccs","taxid assigned","based on 12/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.86;0.86;0.62","Bacteria: 1.00","Candidatus Marinimicrobia: 0.86",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.62"
"65425","MG1058_m54329U_210919_100542_80349758_ccs","taxid assigned","based on 3/3 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.74;0.74;0.65","Bacteria: 1.00","Candidatus Marinimicrobia: 0.74",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.65"
"65433","MG1058_m54329U_210919_100542_80413431_ccs","taxid assigned","based on 17/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.96;0.96;0.96","Bacteria: 1.00","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.96"
"65456","MG1058_m54329U_210919_100542_80479100_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.69;0.65;0.57","Bacteria: 0.91","Candidatus Marinimicrobia: 0.65",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.57"
"65460","MG1058_m54329U_210919_100542_80479362_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65464","MG1058_m54329U_210919_100542_80479845_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65473","MG1058_m54329U_210919_100542_80480598_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.87;0.87;0.87","Bacteria: 1.00","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.87"
"65485","MG1058_m54329U_210919_100542_80544527_ccs","taxid assigned","based on 10/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.54;0.54;0.54","Bacteria: 1.00","Candidatus Marinimicrobia: 0.54",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.54"
"65502","MG1058_m54329U_210919_100542_80546312_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.84;0.84;0.84;0.78","Bacteria: 0.84","Candidatus Marinimicrobia: 0.84",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.78"
"65528","MG1058_m54329U_210919_100542_80611973_ccs","taxid assigned","based on 23/25 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.92;0.91;0.91","Bacteria: 1.00","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.91"
"65579","MG1058_m54329U_210919_100542_80677250_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.97;0.97;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 0.97",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.70"
"65586","MG1058_m54329U_210919_100542_80740869_ccs","taxid assigned","based on 2/2 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"65594","MG1058_m54329U_210919_100542_80741775_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.82;0.82;0.82","Bacteria: 1.00","Candidatus Marinimicrobia: 0.82",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.82"
"65595","MG1058_m54329U_210919_100542_80741917_ccs","taxid assigned","based on 22/25 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.98;0.95;0.95;0.57","Bacteria: 0.98","Candidatus Marinimicrobia: 0.95",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.57"
"65600","MG1058_m54329U_210919_100542_80742289_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.57;0.57;0.57","Bacteria: 1.00","Candidatus Marinimicrobia: 0.57",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.57"
"65608","MG1058_m54329U_210919_100542_80743069_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65641","MG1058_m54329U_210919_100542_80808580_ccs","taxid assigned","based on 46/46 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.92;0.92;0.92","Bacteria: 1.00","Candidatus Marinimicrobia: 0.92",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.92"
"65653","MG1058_m54329U_210919_100542_80872418_ccs","taxid assigned","based on 6/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.96;0.96;0.88;0.88","Bacteria: 0.96","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.88"
"65659","MG1058_m54329U_210919_100542_80873426_ccs","taxid assigned","based on 5/5 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.68","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.68"
"65666","MG1058_m54329U_210919_100542_80873800_ccs","taxid assigned","based on 5/5 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.87","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.87"
"65673","MG1058_m54329U_210919_100542_80936993_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.69;0.69;0.69","Bacteria: 1.00","Candidatus Marinimicrobia: 0.69",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.69"
"65681","MG1058_m54329U_210919_100542_80937932_ccs","taxid assigned","based on 25/25 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.75;0.75;0.75","Bacteria: 1.00","Candidatus Marinimicrobia: 0.75",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.75"
"65683","MG1058_m54329U_210919_100542_80938020_ccs","taxid assigned","based on 19/23 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.71;0.57;0.51;0.51","Bacteria: 0.71","Candidatus Marinimicrobia: 0.51",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.51"
"65688","MG1058_m54329U_210919_100542_80938411_ccs","taxid assigned","based on 14/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65696","MG1058_m54329U_210919_100542_80939156_ccs","taxid assigned","based on 5/5 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.57;0.57;0.57","Bacteria: 1.00","Candidatus Marinimicrobia: 0.57",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.57"
"65724","MG1058_m54329U_210919_100542_81005195_ccs","taxid assigned","based on 10/11 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.78;0.78;0.50","Bacteria: 1.00","Candidatus Marinimicrobia: 0.78",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.50"
"65725","MG1058_m54329U_210919_100542_81005337_ccs","taxid assigned","based on 18/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.98;0.98;0.98","Bacteria: 1.00","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.98"
"65728","MG1058_m54329U_210919_100542_81068337_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"65741","MG1058_m54329U_210919_100542_81070017_ccs","taxid assigned","based on 7/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.75;0.75","Bacteria: 1.00","Candidatus Marinimicrobia: 0.75",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.75"
"65748","MG1058_m54329U_210919_100542_81133911_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"65750","MG1058_m54329U_210919_100542_81133980_ccs","taxid assigned","based on 14/21 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.77;0.77;0.77","Bacteria: 0.91","Candidatus Marinimicrobia: 0.77",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.77"
"65757","MG1058_m54329U_210919_100542_81134446_ccs","taxid assigned","based on 15/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.98;0.90;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.85"
"65769","MG1058_m54329U_210919_100542_81135623_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.70;0.70;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 0.70",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.70"
