"","gene_callers_id","COG20_FUNCTION","COG20_CATEGORY","COG20_PATHWAY","plasmid"
"1746",60,"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1747",62,"2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)","Coenzyme transport and metabolism!!!Energy production and conversion","Ubiquinone biosynthesis","plasmid1_bin4"
"1748",63,"Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)","General function prediction only",NA,"plasmid1_bin4"
"1749",64,"Homogentisate 1,2-dioxygenase (HmgA) (PDB:1EY2)","Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid1_bin4"
"1750",65,"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)","Cell wall/membrane/envelope biogenesis",NA,"plasmid1_bin4"
"1751",66,"Glycosyltransferase involved in LPS biosynthesis, GR25 family","Cell wall/membrane/envelope biogenesis",NA,"plasmid1_bin4"
"1752",68,"Glycosyltransferase involved in LPS biosynthesis, GR25 family","Cell wall/membrane/envelope biogenesis",NA,"plasmid1_bin4"
"1753",69,"Cytochrome oxidase maturation protein, CcoS/FixS family (FixS)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid1_bin4"
"1754",70,"Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ)","Inorganic ion transport and metabolism",NA,"plasmid1_bin4"
"1755",71,"Nitrogen fixation protein FixH (FixH)","Inorganic ion transport and metabolism",NA,"plasmid1_bin4"
"1756",72,"Polyferredoxin NapH (NapH) (PUBMED:27322068)","Energy production and conversion",NA,"plasmid1_bin4"
"1757",73,"Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S)","Energy production and conversion",NA,"plasmid1_bin4"
"1758",74,"Cbb3-type cytochrome oxidase, subunit 3 (CcoQ)","Energy production and conversion",NA,"plasmid1_bin4"
"1759",75,"Cbb3-type cytochrome oxidase, cytochrome c subunit FixO (CcoO) (PDB:3MK7)","Energy production and conversion",NA,"plasmid1_bin4"
"1760",76,"Cbb3-type cytochrome oxidase, subunit 1 (CcoN) (PDB:3MK7)","Energy production and conversion",NA,"plasmid1_bin4"
"1761",77,"Sugar or nucleoside kinase, ribokinase family (RbsK) (PDB:2QCV)","Carbohydrate transport and metabolism","Glycolysis","plasmid1_bin4"
"1762",78,"D-mannonate dehydratase (UxuA) (PDB:1TZ9)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1763",79,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1764",80,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1765",81,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1766",82,"Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)","Lipid transport and metabolism","Proline degradation","plasmid1_bin4"
"1767",83,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin4"
"1768",84,"Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)","General function prediction only",NA,"plasmid1_bin4"
"1769",85,"DNA-binding transcriptional regulator, FadR family (FadR) (PDB:1E2X)","Transcription",NA,"plasmid1_bin4"
"1770",86,"RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400)","Translation, ribosomal structure and biogenesis",NA,"plasmid1_bin4"
"1771",87,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1772",88,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1773",89,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1774",90,"Peroxiredoxin (Bcp) (PDB:5IPH)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid1_bin4"
"1775",91,"Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrP) (PDB:1OGP) (PUBMED:26641313;32750406)","Energy production and conversion",NA,"plasmid1_bin4"
"1776",92,"Cytochrome c2 (Cyc7) (PDB:1YEA)","Energy production and conversion",NA,"plasmid1_bin4"
"1777",94,"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)","Transcription","RNA polymerase","plasmid1_bin4"
"1778",95,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","Signal transduction mechanisms!!!Transcription",NA,"plasmid1_bin4"
"1779",96,"PAS domain (PAS) (PDB:2MWG)!!!K+-sensing histidine kinase KdpD (KdpD) (PDB:2KSF)","Signal transduction mechanisms!!!Signal transduction mechanisms",NA,"plasmid1_bin4"
"1780",97,"PAS domain (PAS) (PDB:2MWG)!!!Extracytoplasmic sensor domain CHASE1 (specificity unknown) (CHASE1) (PDB:3T4J)!!!DNA-binding response regulator DpiB of citrate/malate metabolism (CitB)!!!Sensor histidine kinase WalK (WalK) (PDB:4I5S)","Signal transduction mechanisms!!!Signal transduction mechanisms!!!Transcription!!!Signal transduction mechanisms!!!Signal transduction mechanisms",NA,"plasmid1_bin4"
"1781",98,"Glycerate-2-kinase (GckA) (PDB:1X3L) (PUBMED:18156253)","Carbohydrate transport and metabolism","Non-phosphorylated Entner-Doudoroff pathway","plasmid1_bin4"
"1782",99,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family (YrpB)","General function prediction only",NA,"plasmid1_bin4"
"1783",100,"Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin4"
"1784",101,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin4"
"1785",104,"ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)","Cell cycle control, cell division, chromosome partitioning!!!Cell motility",NA,"plasmid1_bin4"
"1786",105,"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)","Cell cycle control, cell division, chromosome partitioning",NA,"plasmid1_bin4"
"1787",106,"Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid (PDB:2ADL)","Mobilome: prophages, transposons",NA,"plasmid1_bin4"
"1788",108,"Glutathione S-transferase (GstA) (PDB:1A0F)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid1_bin4"
"1789",109,"NADP-dependent 3-hydroxy acid dehydrogenase YdfG (YdfG) (PDB:3P19)","Energy production and conversion","Pyrimidine degradation","plasmid1_bin4"
"1790",110,"Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD)","Amino acid transport and metabolism!!!Coenzyme transport and metabolism","Isoleucine, leucine, valine biosynthesis","plasmid1_bin4"
"1791",111,"Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)!!!DNA-binding transcriptional regulator DnrI/AfsR/EmbR, SARP family, contains BTAD domain (DnrI) (PDB:2FEZ) (PUBMED:12625841)!!!TolB amino-terminal domain (function unknown) (TolBN) (PDB:1C5K) (PUBMED:10673426;24821816)","Cell motility!!!Extracellular structures!!!Transcription!!!Signal transduction mechanisms",NA,"plasmid1_bin4"
"1792",112,"Periplasmic deferrochelatase/peroxidase EfeB (EfeB) (PDB:2D3Q)","Inorganic ion transport and metabolism",NA,"plasmid1_bin4"
"1793",115,"Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)","Lipid transport and metabolism","Proline degradation","plasmid1_bin4"
"1794",116,"3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36)","Lipid transport and metabolism",NA,"plasmid1_bin4"
"1795",117,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1796",118,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1797",119,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid1_bin4"
"1798",120,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)","Transcription","RNA polymerase","plasmid1_bin4"
"1799",122,"Flagellar hook-capping protein FlgD (FlgD) (PDB:6IEF)","Cell motility",NA,"plasmid1_bin4"
"1800",124,"Flagellar basal body L-ring protein FlgH (FlgH)","Cell motility",NA,"plasmid1_bin4"
"1801",125,"Flagellar basal body P-ring formation protein FlgA (FlgA) (PDB:3VJP)","Cell motility",NA,"plasmid1_bin4"
"1802",126,"Flagellar basal body rod protein FlgG (FlgG) (PDB:6JZR)","Cell motility",NA,"plasmid1_bin4"
"1803",127,"Flagellar basal body rod protein FlgG (FlgG) (PDB:6JZR)","Cell motility",NA,"plasmid1_bin4"
"1804",129,"Flagellar hook protein FlgE (FlgE) (PDB:3A69)","Cell motility",NA,"plasmid1_bin4"
"1805",130,"Flagellar hook-associated protein FlgK (FlgK) (PDB:2D4Y)","Cell motility",NA,"plasmid1_bin4"
"1806",131,"Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1)","Cell motility",NA,"plasmid1_bin4"
"1807",132,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","Signal transduction mechanisms!!!Transcription",NA,"plasmid1_bin4"
"1808",133,"Flagellar basal body P-ring protein FlgI (FlgI)","Cell motility",NA,"plasmid1_bin4"
"1809",136,"Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1)","Cell motility",NA,"plasmid1_bin4"
"1810",137,"Flagellar biosynthesis/type III secretory pathway ATPase FliI (FliI) (PDB:5B0O)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin4"
"1811",138,"Flagellar basal body rod protein FlgB (FlgB)","Cell motility",NA,"plasmid1_bin4"
"1812",139,"Flagellar basal body rod protein FlgC (FlgC)","Cell motility",NA,"plasmid1_bin4"
"1813",140,"Flagellar hook-basal body complex protein FliE (FliE)","Cell motility",NA,"plasmid1_bin4"
"1814",141,"Flagellar biosynthesis protein FliQ (FliQ) (PDB:6F2D)","Cell motility",NA,"plasmid1_bin4"
"1815",142,"Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain) (MltE) (PDB:153L)","Cell wall/membrane/envelope biogenesis",NA,"plasmid1_bin4"
"1816",143,"Flagellar biosynthesis protein FlhA (FlhA) (PDB:6AI0)","Cell motility",NA,"plasmid1_bin4"
"1817",144,"Flagellar biosynthesis protein FliR (FliR) (PDB:6S3R)","Cell motility",NA,"plasmid1_bin4"
"1818",145,"Flagellar biosynthesis protein FlhB (FlhB) (PDB:6S3L)","Cell motility",NA,"plasmid1_bin4"
"1819",146,"Flagellar motility protein MotE, a chaperone for MotC folding (MotE) (PUBMED:15101977)","Cell motility",NA,"plasmid1_bin4"
"1820",148,"Flagellar motor switch protein FliM (FliM) (PDB:2HP7)","Cell motility",NA,"plasmid1_bin4"
"1821",149,"Flagellar basal body-associated protein FliL (FliL)","Cell motility",NA,"plasmid1_bin4"
"1822",150,"Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ (FliF) (PDB:6SCN)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin4"
"1823",152,"Flagellar motor switch/type III secretory pathway protein FliN (FliN) (PDB:1O9Y)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin4"
"1824",153,"Flagellar biosynthesis protein FliP (FliP) (PDB:5H72)","Cell motility",NA,"plasmid1_bin4"
"1825",154,"Flagellar motor switch protein FliG (FliG) (PDB:4FHR)","Cell motility",NA,"plasmid1_bin4"
"1826",156,"Flagellar biosynthesis regulator FlbT (FlbT)","Cell motility",NA,"plasmid1_bin4"
"1827",157,"Flagellar biosynthesis regulator FlaF (FlaF)","Cell motility",NA,"plasmid1_bin4"
"1828",159,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","Signal transduction mechanisms!!!Transcription",NA,"plasmid1_bin4"
"1829",161,"Predicted transcriptional regulator (PDB:2JSP)","Transcription",NA,"plasmid1_bin4"
"1830",162,"Flagellar motor protein MotB (MotB)","Cell motility",NA,"plasmid1_bin4"
"1831",164,"Flagellar motor component MotA (MotA)","Cell motility",NA,"plasmid1_bin4"
"1832",166,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)!!!Signal transduction histidine kinase NtrY involved in nitrogen fixation and metabolism regulation (NtrY)!!!Sensor histidine kinase WalK (WalK) (PDB:4I5S)","Signal transduction mechanisms!!!Transcription!!!Signal transduction mechanisms!!!Signal transduction mechanisms",NA,"plasmid1_bin4"
"1833",0,"Divalent metal cation (Fe/Co/Zn/Cd) efflux pump (FieF) (PDB:2QFI)","Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"1834",1,"Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)","Cell wall/membrane/envelope biogenesis!!!Defense mechanisms",NA,"plasmid1_bin121"
"1835",2,"Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)","Defense mechanisms",NA,"plasmid1_bin121"
"1836",3,"Nitroreductase (NfnB) (PDB:1F5V)","Energy production and conversion","Pyrimidine degradation","plasmid1_bin121"
"1837",4,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid1_bin121"
"1838",5,"Predicted Na+-dependent transporter YfeH (YfeH) (PDB:4N7X) (PUBMED:21175741)","General function prediction only",NA,"plasmid1_bin121"
"1839",6,"Predicted oxidoreductase","General function prediction only",NA,"plasmid1_bin121"
"1840",7,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"1841",8,"Uncharacterized membrane protein YadS, UPF0324 family (YeiH)","Function unknown",NA,"plasmid1_bin121"
"1842",9,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"1843",10,"Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)!!!GAF domain (GAF)","Signal transduction mechanisms!!!Signal transduction mechanisms!!!Transcription!!!Signal transduction mechanisms",NA,"plasmid1_bin121"
"1844",14,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1845",15,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1846",16,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1847",17,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"1848",18,"Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)","Defense mechanisms",NA,"plasmid1_bin121"
"1849",19,"Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)","Cell wall/membrane/envelope biogenesis!!!Defense mechanisms",NA,"plasmid1_bin121"
"1850",20,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"1851",21,"N-acyl-homoserine lactone synthase LasI (autoinducer biosynthesis) (LasI) (PDB:1K4J)","Signal transduction mechanisms",NA,"plasmid1_bin121"
"1852",22,"K+-sensing histidine kinase KdpD (KdpD) (PDB:2KSF)","Signal transduction mechanisms",NA,"plasmid1_bin121"
"1853",23,"Cytochrome P450 (CypX) (PDB:3A4Z)","Secondary metabolites biosynthesis, transport and catabolism!!!Defense mechanisms","Biotin biosynthesis","plasmid1_bin121"
"1854",25,"Prophage maintenance system killer protein (Doc)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1855",29,"Predicted Na+-dependent transporter YfeH (YfeH) (PDB:4N7X) (PUBMED:21175741)","General function prediction only",NA,"plasmid1_bin121"
"1856",30,"Gamma-glutamyltranspeptidase (Ggt) (PDB:2Z8I) (PUBMED:16618936)","Amino acid transport and metabolism",NA,"plasmid1_bin121"
"1857",31,"TctA family transporter (PUBMED:14499931)","General function prediction only",NA,"plasmid1_bin121"
"1858",33,"Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC (TctC) (PDB:2DVZ)","Energy production and conversion",NA,"plasmid1_bin121"
"1859",34,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"1860",35,"Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)","Defense mechanisms",NA,"plasmid1_bin121"
"1861",36,"DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)","Transcription",NA,"plasmid1_bin121"
"1862",39,"Outer membrane protein TolC (TolC) (PDB:1EK9)","Cell wall/membrane/envelope biogenesis",NA,"plasmid1_bin121"
"1863",40,"Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV)","Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism!!!Cell wall/membrane/envelope biogenesis",NA,"plasmid1_bin121"
"1864",41,"Uncharacterized copper-binding protein, cupredoxin-like subfamily!!!Periplasmic Cu and Ag efflux protein CusF (CusF)","General function prediction only!!!Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"1865",42,"Cytochrome c553 (CytC553) (PDB:6Q2U)","Energy production and conversion",NA,"plasmid1_bin121"
"1866",43,"Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)","Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"1867",44,"Putative heme degradation protein (HemS) (PDB:1U9T)","Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"1868",45,"ABC-type hemin transport system, periplasmic component (ChuT) (PDB:3MD9)","Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"1869",46,"ABC-type Fe3+-siderophore transport system, permease component (FepD) (PDB:2NQ2)","Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"1870",47,"ABC-type hemin transport system, ATPase component (PDB:4G1U)","Inorganic ion transport and metabolism",NA,"plasmid1_bin121"
"1871",48,"Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)","Signal transduction mechanisms",NA,"plasmid1_bin121"
"1872",49,"Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains (RpfG)","Signal transduction mechanisms",NA,"plasmid1_bin121"
"1873",50,"Predicted DNA modification or repair protein, contains radical SAM and helix-hairpin-helix domains","General function prediction only",NA,"plasmid1_bin121"
"1874",51,"Uracil-DNA glycosylase (Udg4) (PDB:3IKB)","Replication, recombination and repair",NA,"plasmid1_bin121"
"1875",52,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)","Transcription",NA,"plasmid1_bin121"
"1876",53,"Acetyl xylan esterase AxeA and related esterases, LpqC family (LpqC) (PDB:2D80) (PUBMED:9291122)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1877",54,"Predicted choloylglycine hydrolase","General function prediction only",NA,"plasmid1_bin121"
"1878",55,"DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)","Signal transduction mechanisms!!!Transcription",NA,"plasmid1_bin121"
"1879",56,"Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)","Signal transduction mechanisms",NA,"plasmid1_bin121"
"1880",59,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"1881",61,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1882",62,"Predicted alpha/beta hydrolase","General function prediction only",NA,"plasmid1_bin121"
"1883",63,"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)","Transcription",NA,"plasmid1_bin121"
"1884",64,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)","Coenzyme transport and metabolism",NA,"plasmid1_bin121"
"1885",65,"DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)","Transcription",NA,"plasmid1_bin121"
"1886",66,"TRAP-type uncharacterized transport system, periplasmic component (Imp) (PDB:1US4)","General function prediction only",NA,"plasmid1_bin121"
"1887",67,"TRAP-type uncharacterized transport system, fused permease components","General function prediction only",NA,"plasmid1_bin121"
"1888",68,"2-keto-3-deoxy-L-rhamnonate aldolase RhmA (HpcH) (PDB:1DXE)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1889",69,"Histidinol dehydrogenase (HisD) (PDB:1K75)","Amino acid transport and metabolism","Histidine biosynthesis","plasmid1_bin121"
"1890",70,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid1_bin121"
"1891",71,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6)","Energy production and conversion","TCA cycle","plasmid1_bin121"
"1892",72,"2-Methylisocitrate lyase and related enzymes, PEP mutase family (PrpB) (PDB:1XG3)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1893",73,"Nicotinamidase-related amidase (PncA) (PDB:1ILW)","Coenzyme transport and metabolism!!!General function prediction only","Pyrimidine degradation","plasmid1_bin121"
"1894",74,"N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit (HyuA)","Amino acid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid1_bin121"
"1895",75,"N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit (HyuB) (PDB:5L9W)","Amino acid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid1_bin121"
"1896",76,"Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family (PptA) (PDB:1BJP)!!!Limonene-1,2-epoxide hydrolase LimA/EphG (LimA) (PDB:1NU3)","Secondary metabolites biosynthesis, transport and catabolism!!!Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid1_bin121"
"1897",77,"DNA-binding transcriptional regulator, GntR family (MngR) (PDB:2WV0)","Transcription",NA,"plasmid1_bin121"
"1898",78,"Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1)","Amino acid transport and metabolism","Isoleucine, leucine, valine biosynthesis","plasmid1_bin121"
"1899",79,"3-isopropylmalate dehydratase small subunit (LeuD) (PDB:3Q3W)","Amino acid transport and metabolism","Isoleucine, leucine, valine biosynthesis","plasmid1_bin121"
"1900",80,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1901",81,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid1_bin121"
"1902",82,"TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)","Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid1_bin121"
"1903",83,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid1_bin121"
"1904",84,"Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)","Cell wall/membrane/envelope biogenesis!!!Defense mechanisms",NA,"plasmid1_bin121"
"1905",85,"Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)","Defense mechanisms",NA,"plasmid1_bin121"
"1906",86,"Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase (PulO)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin121"
"1907",89,"Type II secretory pathway, component PulK (PulK) (PDB:5VTM)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin121"
"1908",90,"Type II secretory pathway, PulJ/GspJ component (PulJ)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin121"
"1909",91,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)","Amino acid transport and metabolism",NA,"plasmid1_bin121"
"1910",93,"Type II secretory pathway, component PulF (PulF) (PDB:2VMA)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",NA,"plasmid1_bin121"
"1911",94,"Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB (PulE) (PDB:4KSR)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",NA,"plasmid1_bin121"
"1912",95,"Type II secretory pathway, component PulM (PulM) (PDB:1UV7)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin121"
"1913",96,"Type II secretory pathway, component PulL (PulL) (PDB:2W7V) (PUBMED:11679764)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin121"
"1914",97,"Type II secretory pathway, pseudopilin PulG (PulG) (PDB:1AY2)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",NA,"plasmid1_bin121"
"1915",98,"Type IV pilus assembly protein FimT (FimT) (PUBMED:17322192;28771515)","Cell motility!!!Extracellular structures",NA,"plasmid1_bin121"
"1916",99,"Type II secretory pathway, pseudopilin PulG (PulG) (PDB:1AY2)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",NA,"plasmid1_bin121"
"1917",100,"Type II secretory pathway, component PulC (PulC) (PDB:2LNV)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin121"
"1918",101,"Type II secretory pathway component GspD/PulD (secretin) (PulD) (PDB:5TCQ)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid1_bin121"
"1919",102,"Transposase (or an inactivated derivative), DDE domain (Rve)","Mobilome: prophages, transposons",NA,"plasmid1_bin121"
"1920",103,"TRAP-type uncharacterized transport system, fused permease components","General function prediction only",NA,"plasmid1_bin121"
"1921",104,"TRAP-type uncharacterized transport system, fused permease components","General function prediction only",NA,"plasmid1_bin121"
"1922",105,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid1_bin121"
"1923",106,"Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)","General function prediction only",NA,"plasmid1_bin121"
